Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Outlet Age,Visibility Efficiency
Low Fat,DRB01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.082170947,5.32,100.967,4,1,12.28743293
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034424278,5.51,98.9726,4,1,28.7508136
Low Fat,DRH49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024635077,7.39,140.781,4,1,57.14656382
Low Fat,DRF01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.175793413,7.565,58.393,4,1,3.321683048
Low Fat,DRF60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,7.68,85.2224,4,1,15.90278889
Low Fat,DRF13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029902679,7.93,45.9086,4,1,15.35267124
Low Fat,DRL37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,8.235,182.195,4,1,33.99820495
Low Fat,DRI25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033737273,10.1,198.608,4,1,58.8690141
Low Fat,DRJ37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.060805497,11.395,49.4034,4,1,8.124824636
Regular,DRZ11,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.113123893,12.15,36.6506,4,1,3.239863748
Low Fat,DRM37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.161350176,13.65,55.093,4,1,3.41449891
Low Fat,DRK12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041951439,14,129.531,4,1,30.87641404
Low Fat,DRF36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023613955,18.75,105.728,4,1,44.77352481
Regular,DRL01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077292302,19,211.924,4,1,27.41851317
Low Fat,DRK49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035943717,19.6,44.477,4,1,12.37406805
Low Fat,DRH36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03338006,19.6,150.302,4,1,45.02748048
Low Fat,DRC25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045463871,20,111.054,4,1,24.42686853
Regular,DRD01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061521569,20.1,63.0536,4,1,10.2490234
Low Fat,DRH36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033373748,5.11,164.721,4,1,49.35645826
Low Fat,DRK37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,6.235,263.791,4,1,49.2242953
Low Fat,DRF25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038892859,7.285,176.005,4,1,45.25380867
Low Fat,DRG37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019362306,7.39,251.307,4,1,129.791875
Regular,DRA59,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.127821472,7.67,35.7216,4,1,2.794647835
Low Fat,DRF36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023673342,8.18,143.115,4,1,60.45407531
Low Fat,DRC25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,8.42,217.419,4,1,40.57112282
Low Fat,DRD12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,8.695,94.8094,4,1,17.6917556
Low Fat,DRG48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014484582,8.88,208.527,4,1,143.9648034
Regular,DRL01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076798609,9.3,246.18,4,1,32.05526808
Low Fat,DRK49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035913805,11.3,192.048,4,1,53.47470144
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034452949,12.1,170.911,4,1,49.60707427
Low Fat,DRH49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043168763,12.65,108.094,4,1,25.03986505
Low Fat,DRD49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.167831064,14.15,196.811,4,1,11.72673254
Low Fat,DRE48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01732573,14.65,163.455,4,1,94.34234517
Low Fat,DRC49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065436581,15.3,101.833,4,1,15.56209057
Low Fat,DRK13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115167579,15.35,124.573,4,1,10.81667263
Low Fat,DRE25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073283193,15.85,41.6112,4,1,5.678136868
Low Fat,DRG37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019378432,16,231.367,4,1,119.3940769
Regular,DRC01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019201403,16.35,256.465,4,1,133.5657608
Low Fat,DRF25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039004193,16.7,248.478,4,1,63.70545854
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.113559058,17.1,114.686,4,1,10.09923841
Low Fat,DRN36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050279604,18.2,220.546,4,1,43.86390951
Low Fat,DRJ49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014072399,18.85,195.514,4,1,138.9343779
Low Fat,DRZ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.082250143,19.1,173.142,4,1,21.05066249
Low Fat,DRK01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061409711,19.2,129.731,4,1,21.12548616
Low Fat,DRD49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.168780385,19.6,254.77,4,1,15.09476353
Low Fat,DRK49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036147029,19.85,48.6376,4,1,13.45549035
Regular,DRC01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019308607,20.25,245.046,4,1,126.9102427
Regular,DRZ11,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.113302223,20.35,76.2328,4,1,6.728270459
Low Fat,DRJ01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115010655,20.7,74.3354,4,1,6.463348983
Regular,DRA24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039920687,6.32,39.9822,4,1,10.0154088
Low Fat,DRD37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02316823,14.8,191.485,4,1,82.64981831
Low Fat,DRF36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039463564,17.2,160.658,4,1,40.71046396
Regular,DRB13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01179078,19.35,172.074,4,1,145.9394544
Regular,DRB48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041599644,21.25,181.761,4,1,43.69292199
Low Fat,DRE13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027682047,6.095,140.315,4,1,50.68808676
Low Fat,DRE60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.159201868,10.65,166.153,4,1,10.43662377
Low Fat,DRH25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014580886,14.5,162.421,4,1,111.3930937
Regular,DRC36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,17.75,178.566,4,1,33.32102124
Regular,DRA24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039895009,17.75,108.691,4,1,27.24426005
Low Fat,DRE37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094603404,18.5,130.928,4,1,13.83967114
Low Fat,DRI13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020409765,6.675,92.9462,4,1,45.54006379
Low Fat,DRC49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065119701,7.485,112.123,4,1,17.21798446
Low Fat,DRM48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112349962,7.76,99.67,4,1,8.871387068
Low Fat,DRZ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,11.35,51.5008,4,1,9.610223955
Regular,DRA59,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.127308434,12.1,149.573,4,1,11.74886811
Low Fat,DRH01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097904029,12.85,45.9428,4,1,4.692636296
Low Fat,DRF36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023625114,12.85,171.642,4,1,72.65234784
Low Fat,DRL37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053362086,13.35,238.756,4,1,44.74262869
Low Fat,DRZ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.081914677,15,229.369,4,1,28.00096496
Low Fat,DRD60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037289996,15,46.4744,4,1,12.46296728
Low Fat,DRM37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.168780127,17.5,103.699,4,1,6.14402903
Low Fat,DRD60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03723211,17.7,166.482,4,1,44.71462939
Low Fat,DRF01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.176070535,17.85,120.907,4,1,6.866963856
Low Fat,DRD25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079132212,18.25,258.496,4,1,32.66634326
Low Fat,DRL60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027114238,18.75,192.55,4,1,71.01435047
Low Fat,DRJ25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.150872868,19,130.863,4,1,8.673726544
Low Fat,DRH01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098102581,20.75,161.358,4,1,16.4478853
Regular,DRC36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045239326,21,195.348,4,1,43.18101468
Low Fat,DRG37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019374768,6.865,128.965,4,1,66.56337769
Low Fat,DRF37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.084316691,7.27,111.852,4,1,13.26570086
Low Fat,DRJ01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.192540665,9.5,31.89,4,1,1.656273494
Low Fat,DRE49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035568147,12.3,106.294,4,1,29.88460433
Low Fat,DRD24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030769458,16.2,153.997,4,1,50.04865539
Low Fat,DRK13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115636723,17.85,153.5,4,1,13.27432982
Low Fat,DRM37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096790497,20.75,153.602,4,1,15.86953314
Regular,DRD01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061424738,12.15,34.3532,4,1,5.592730408
Low Fat,DRE49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,15.85,39.4164,4,1,7.355233928
Regular,DRA24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039734882,6.215,226.606,4,1,57.0294886
Low Fat,DRD49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.167799329,6.635,120.31,4,1,7.169873725
Low Fat,DRJ25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.150801606,7.52,182.995,4,1,12.13481772
Low Fat,DRG37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033929133,9.695,224.04,4,1,66.03174918
Low Fat,DRE12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070780558,10.3,174.442,4,1,24.64546832
Regular,DRM49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.151925271,10.5,164.121,4,1,10.80274525
Low Fat,DRA12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112694,11.15,104.465,4,1,25.40942707
Low Fat,DRH49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024756031,12.35,78.6328,4,1,31.76308836
Regular,DRB48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024832806,12.6,173.276,4,1,69.77705218
Regular,DRB13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.007055292,16,181.963,4,1,257.909949
Low Fat,DRH13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041821227,17.75,186.924,4,1,44.69596265
Low Fat,DRI13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020326962,9,55.2614,4,1,27.18625636
Low Fat,DRL49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05674821,17.25,41.748,4,1,7.356707815
Low Fat,DRE12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070721656,21.1,129.799,4,1,18.35350122
Low Fat,DRJ49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,5.405,198.674,4,1,37.07324224
Regular,DRM49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.151827552,6.885,112.123,4,1,7.384891512
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034286109,7.27,90.2488,4,1,26.32226363
Regular,DRC01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019107027,8.42,227.835,4,1,119.2414707
Regular,DRB48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,9.895,117.849,4,1,21.99102311
Low Fat,DRE49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021293097,13.8,88.5172,4,1,41.57084336
Low Fat,DRF60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052174319,16.5,101.999,4,1,19.54965622
Low Fat,DRG13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03717912,17,265.188,4,1,71.327132
Low Fat,DRA12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.068535039,19.7,253.101,4,1,36.93016064
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.113790879,6.75,95.6752,4,1,8.407984967
Low Fat,DRE49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021370201,8.945,261.391,4,1,122.3156488
Low Fat,DRD13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049155769,11.5,84.954,4,1,17.28261031
Regular,DRA24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069909188,11.6,240.822,4,1,34.44783252
Low Fat,DRH36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033447756,13.65,186.024,4,1,55.61628708
Low Fat,DRF37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,14,143.979,4,1,26.86696973
Low Fat,DRJ37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061446997,16.1,179.432,4,1,29.20110156
Regular,DRZ11,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112893431,16.7,118.678,4,1,10.51239199
Low Fat,DRC49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065424208,18.25,155.863,4,1,23.82344468
Low Fat,DRD25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.132183029,20.25,196.179,4,1,14.84146652
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.189689886,5.88,101.799,4,1,5.366601359
Low Fat,DRF37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.084262458,8.18,57.3588,4,1,6.807159601
Low Fat,DRG01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044660955,10.195,139.584,4,1,31.25414582
Low Fat,DRH01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097429924,11.5,99.3358,4,1,10.19561506
Regular,DRZ11,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112840108,11.5,194.682,4,1,17.25290798
Low Fat,DRH01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098457814,11.6,79.2276,4,1,8.04685751
Low Fat,DRB24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020573334,11.6,170.311,4,1,82.78240172
Low Fat,DRE49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,11.8,180.434,4,1,33.66959638
Low Fat,DRH36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,13.1,198.777,4,1,37.09246239
Low Fat,DRE60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.278974075,13.65,259.794,4,1,9.312478229
Low Fat,DRE12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0704378,14,143.981,4,1,20.44087124
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.198424841,15.15,147.976,4,1,7.457534009
Low Fat,DRD25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,15.5,50.9692,4,1,9.511025592
Low Fat,DRG36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095360186,15.85,36.7506,4,1,3.853872517
Low Fat,DRC25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.075943184,16.1,127.036,4,1,16.72776849
Low Fat,DRI25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056744064,16.1,33.6558,4,1,5.931157839
Low Fat,DRF60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052149675,17.7,162.721,4,1,31.20268727
Low Fat,DRI49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.183879453,18.5,146.842,4,1,7.985775333
Low Fat,DRK37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044004675,19.6,49.2376,4,1,11.18917479
Low Fat,DRL60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027169589,19.75,179.566,4,1,66.09080469
Low Fat,DRE60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.159657596,20.7,117.747,4,1,7.37497012
Low Fat,DRI37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.108206497,5.82,256.433,4,1,23.69848457
Regular,DRB48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024994069,7.55,122.407,4,1,48.97441869
Low Fat,DRF01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.175047104,8.05,258.565,4,1,14.77116697
Low Fat,DRN36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050168354,9.195,100.102,4,1,19.95321593
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057667173,11,242.751,4,1,42.09517952
Low Fat,DRN36,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049934854,12.85,252.038,4,1,50.47336275
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.113234914,14.6,109.725,4,1,9.690032528
Low Fat,DRF37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,15.35,189.75,4,1,35.40799357
Low Fat,DRF13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029781363,16,59.1246,4,1,19.85288585
Low Fat,DRM48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112896669,16.1,97.141,4,1,8.604416841
Low Fat,DRG37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019417732,18.35,86.2882,4,1,44.43783651
Low Fat,DRD13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049357077,19.2,184.595,4,1,37.39990518
Low Fat,DRD37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013898123,20.7,123.539,4,1,88.88898163
Low Fat,DRA12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,21.1,62.2168,4,1,11.6098659
Low Fat,DRG25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019033838,9.035,148.971,4,1,78.26640113
Low Fat,DRF37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.084676173,11.65,110.954,4,1,13.10333191
Low Fat,DRB01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.082367244,12.8,223.24,4,1,27.10300711
Low Fat,DRF01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.174934513,16.75,73.7038,4,1,4.21322235
Regular,DRY23,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.109075742,17.7,101.567,4,1,9.311602941
Low Fat,DRB24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020618957,18.7,184.229,4,1,89.34933033
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,19.7,104.599,4,1,19.51852817
Regular,DRC01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019278216,5.365,173.576,4,1,90.0373769
Low Fat,DRG13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037155206,20.75,240.188,4,1,64.64450769
Low Fat,DRF49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071188446,6.63,55.4588,4,1,7.790421496
Low Fat,DRF25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03898577,6.89,192.682,4,1,49.42367433
Low Fat,DRG48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014555066,7.63,47.2402,4,1,32.45619085
Low Fat,DRL37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,7.81,165.116,4,1,30.81120562
Regular,DRB48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024848788,8.895,121.973,4,1,49.08609627
Low Fat,DRL49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094450618,9.6,258.13,4,1,27.32962531
Low Fat,DRC25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045556681,10.5,210.824,4,1,46.27729575
Low Fat,DRG48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014614357,10.5,142.015,4,1,97.17499032
Regular,DRD01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061163967,10.695,75.2038,4,1,12.29544186
Low Fat,DRC24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024961677,11.15,170.579,4,1,68.33635416
Low Fat,DRK01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061313057,11.5,109.525,4,1,17.86324241
Low Fat,DRI13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020310046,11.8,124.57,4,1,61.33417915
Low Fat,DRL49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056429024,13.5,78.796,4,1,13.96373611
Low Fat,DRG01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04487828,13.8,232.698,4,1,51.85091764
Low Fat,DRJ49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013990601,14.65,52.2666,4,1,37.35836652
Low Fat,DRE37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,18.85,251.872,4,1,47.00016947
Regular,DRL01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077157727,19.35,110.254,4,1,14.28943079
Low Fat,DRH37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041700756,8.27,186.592,4,1,44.74547176
Low Fat,DRA12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041177505,17.7,186.092,4,1,45.19263612
Low Fat,DRJ25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.151419185,21.2,175.774,4,1,11.60843654
Low Fat,DRK12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041683481,16.85,93.712,4,1,22.4818076
Low Fat,DRD24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030969274,19.25,141.15,4,1,45.57743265
Regular,DRY23,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.191013663,13.3,59.7536,4,1,3.128236958
Low Fat,DRK12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041878397,11.8,152.637,4,1,36.44767014
Low Fat,DRF49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071222087,17.25,95.8068,4,1,13.45183833
Low Fat,DRE49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021250002,20.6,178.034,4,1,83.780698
Regular,DRB48,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024733134,12.6,106.262,4,5,42.96341903
Low Fat,DRN36,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.087854925,12.6,87.6856,4,5,9.980726749
Low Fat,DRI37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.107076832,12.6,99.7042,4,5,9.31146338
Low Fat,DRF01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.175352413,12.6,64.2168,4,5,3.662156619
Low Fat,DRH25,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014522363,12.6,264.088,4,5,181.8491936
Low Fat,DRE13,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.027699863,12.6,171.245,4,5,61.8216054
Low Fat,DRB25,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.069446588,12.6,168.679,4,5,24.28902627
Low Fat,DRE60,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.159582185,12.6,130.197,4,5,8.158617455
Low Fat,DRG48,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014577695,12.6,62.7194,4,5,43.02422297
